flight_id,flight_number,airline_iata,aircraft_type,flight_date,scheduled_departure,destination_airport,distance_km,passengers,fuel_kg,flight_type
FLT_20250815_0051,LH4297,LH,A333,2025-08-15,21:30,LHR,1279,101,7197,domestic
FLT_20250815_0052,W65804,W6,A320,2025-08-15,13:15,BCN,429,148,6882,domestic
FLT_20250815_0053,W64220,W6,A320,2025-08-15,12:15,LHR,1566,114,2734,european
FLT_20250815_0054,W6908,W6,B738,2025-08-15,08:45,AMS,1528,112,4396,international
FLT_20250815_0055,W69205,W6,A320,2025-08-15,10:15,TLS,713,154,5257,international
FLT_20250815_0056,KL4360,KL,A320,2025-08-15,11:00,BCN,1940,164,4667,domestic
FLT_20250815_0057,W62273,W6,A320,2025-08-15,18:00,LHR,1168,126,5787,domestic
FLT_20250815_0058,KL3186,KL,A333,2025-08-15,08:30,LHR,1265,112,5766,domestic
FLT_20250815_0059,KL8921,KL,A320,2025-08-15,14:15,LHR,807,121,6493,domestic
FLT_20250815_0060,FR5213,FR,A333,2025-08-15,11:30,NCE,453,118,5327,domestic
FLT_20250815_0061,KL3195,KL,A333,2025-08-15,12:30,LHR,1001,170,4882,international
FLT_20250815_0062,KL3464,KL,A333,2025-08-15,21:30,LHR,1955,116,2273,domestic
FLT_20250815_0063,KL5377,KL,A320,2025-08-15,18:15,FRA,1378,90,6393,domestic
FLT_20250815_0064,AF3486,AF,A333,2025-08-15,15:15,FCO,1360,169,6097,european
FLT_20250815_0065,KL3834,KL,A320,2025-08-15,15:30,LHR,1764,161,3234,domestic
FLT_20250815_0066,KL4810,KL,A333,2025-08-15,07:15,MUC,1939,110,4774,european
FLT_20250815_0067,AF7889,AF,B738,2025-08-15,15:30,LHR,766,131,3743,international
FLT_20250815_0068,W63285,W6,A333,2025-08-15,06:15,FCO,1824,162,6468,domestic
FLT_20250815_0069,LH4713,LH,A320,2025-08-15,18:00,FRA,520,148,5375,european
FLT_20250815_0070,LH4465,LH,A320,2025-08-15,12:00,MAD,1927,111,4505,international
FLT_20250815_0071,W63209,W6,A320,2025-08-15,09:00,TLS,1934,170,2202,domestic
FLT_20250815_0072,U26392,U2,A333,2025-08-15,21:45,NCE,815,128,5579,international
FLT_20250815_0073,FR3723,FR,B738,2025-08-15,12:45,LHR,1575,165,2000,international
FLT_20250815_0074,FR1182,FR,A333,2025-08-15,10:15,TLS,1544,142,7584,domestic
FLT_20250815_0075,KL3974,KL,A320,2025-08-15,08:00,MUC,687,149,6536,domestic
FLT_20250815_0076,U24215,U2,A320,2025-08-15,13:45,MAD,1656,106,5647,european
FLT_20250815_0077,FR8277,FR,A320,2025-08-15,16:45,LHR,1296,166,6532,domestic
FLT_20250815_0078,W68536,W6,A333,2025-08-15,18:00,FRA,806,139,2736,domestic
FLT_20250815_0079,W6119,W6,B738,2025-08-15,22:30,LYS,1650,82,3021,domestic
FLT_20250815_0080,AF164,AF,A320,2025-08-15,16:00,LYS,1659,157,3295,european
FLT_20250815_0081,BA8714,BA,A320,2025-08-15,08:45,FRA,716,134,5183,domestic
FLT_20250815_0082,BA6260,BA,A333,2025-08-15,17:00,FRA,1713,108,3928,domestic
FLT_20250815_0083,W61118,W6,A333,2025-08-15,20:00,MUC,1531,93,4644,international
FLT_20250815_0084,BA5932,BA,B738,2025-08-15,18:00,FCO,912,164,3626,domestic
FLT_20250815_0085,LH4204,LH,B738,2025-08-15,10:30,TLS,1537,85,4582,international
FLT_20250815_0086,KL4179,KL,B738,2025-08-15,21:30,BCN,1092,94,5021,european
FLT_20250815_0087,LH7099,LH,B738,2025-08-15,18:30,TLS,1587,165,7030,european
FLT_20250815_0088,KL3594,KL,B738,2025-08-15,07:30,BCN,1809,174,2271,domestic
FLT_20250815_0089,BA6187,BA,A320,2025-08-15,14:15,LHR,833,104,5645,international
FLT_20250815_0090,KL8778,KL,A333,2025-08-15,23:00,AMS,635,137,3906,european
FLT_20250815_0091,KL6253,KL,A333,2025-08-15,11:30,MUC,480,156,5623,international
FLT_20250815_0092,BA9421,BA,A333,2025-08-15,13:45,AMS,465,122,6074,european
FLT_20250815_0093,U24086,U2,A333,2025-08-15,07:30,TLS,1367,104,5263,domestic
FLT_20250815_0094,AF6603,AF,B738,2025-08-15,13:15,NCE,376,112,6744,european
FLT_20250815_0095,FR112,FR,A320,2025-08-15,11:30,BCN,1625,129,3701,european
FLT_20250815_0096,BA1006,BA,B738,2025-08-15,21:00,LHR,597,83,4772,international
FLT_20250815_0097,FR1888,FR,B738,2025-08-15,18:15,MAD,550,125,6841,international
FLT_20250815_0098,KL5634,KL,B738,2025-08-15,17:00,BCN,1061,95,7116,european
FLT_20250815_0099,FR3736,FR,B738,2025-08-15,08:00,BCN,1126,94,6931,domestic
FLT_20250815_0100,W61145,W6,A320,2025-08-15,23:15,AMS,1800,174,3984,international
FLT_20250815_0101,W62262,W6,A333,2025-08-15,06:45,AMS,894,173,7872,european
FLT_20250815_0102,KL8390,KL,A320,2025-08-15,19:00,FRA,1401,101,4266,international
FLT_20250815_0103,LH9685,LH,A333,2025-08-15,15:15,LHR,574,165,4813,domestic
FLT_20250815_0104,KL3055,KL,B738,2025-08-15,15:30,FCO,1135,157,6471,domestic
FLT_20250815_0105,AF577,AF,A333,2025-08-15,09:00,BCN,1575,148,6330,european
FLT_20250815_0106,U23723,U2,A333,2025-08-15,07:15,LHR,1929,136,3772,domestic
FLT_20250815_0107,W62794,W6,A320,2025-08-15,19:45,NCE,1267,122,3669,domestic
FLT_20250815_0108,U26206,U2,A320,2025-08-15,22:15,AMS,1490,179,7588,domestic
FLT_20250815_0109,BA1346,BA,B738,2025-08-15,10:30,FRA,648,177,7291,international
FLT_20250815_0110,KL9392,KL,A320,2025-08-15,19:00,MUC,1054,131,2987,european
FLT_20250815_0111,BA2901,BA,A333,2025-08-15,06:15,FRA,1993,130,3846,domestic
FLT_20250815_0112,FR5435,FR,A333,2025-08-15,18:30,AMS,703,138,6975,international
FLT_20250815_0113,LH7885,LH,A333,2025-08-15,11:45,LHR,678,180,7134,european
FLT_20250815_0114,BA1842,BA,B738,2025-08-15,15:15,LYS,1742,134,2270,domestic
FLT_20250815_0115,FR8275,FR,A320,2025-08-15,11:30,BCN,1237,167,2729,domestic
FLT_20250815_0116,LH483,LH,A320,2025-08-15,12:00,MAD,1114,157,6723,domestic
FLT_20250815_0117,KL6230,KL,A320,2025-08-15,20:30,MAD,1068,158,2083,international
FLT_20250815_0118,W69096,W6,A333,2025-08-15,13:30,MAD,917,96,6546,european
FLT_20250815_0119,BA3538,BA,A320,2025-08-15,17:15,MAD,922,123,3053,european
FLT_20250815_0120,AF6599,AF,B738,2025-08-15,17:15,LYS,613,138,4126,domestic
FLT_20250815_0121,U29947,U2,A320,2025-08-15,20:45,LYS,1200,116,6443,european
FLT_20250815_0122,LH8679,LH,A320,2025-08-15,16:00,NCE,1328,113,7403,domestic
FLT_20250815_0123,W62327,W6,A333,2025-08-15,11:00,NCE,1982,154,7056,international
FLT_20250815_0124,AF3619,AF,B738,2025-08-15,14:15,TLS,1731,118,4129,domestic
FLT_20250815_0125,AF2433,AF,A320,2025-08-15,15:45,AMS,1215,180,6823,domestic
FLT_20250815_0126,KL6788,KL,A320,2025-08-15,11:45,FCO,1074,139,2575,european
FLT_20250815_0127,U23201,U2,B738,2025-08-15,18:30,LYS,1964,99,4935,european
FLT_20250815_0128,FR5925,FR,A333,2025-08-15,10:15,AMS,1939,167,3118,international
FLT_20250815_0129,W65802,W6,A333,2025-08-15,23:30,MUC,858,93,2201,international
FLT_20250815_0130,U29342,U2,B738,2025-08-15,23:15,TLS,744,150,6970,domestic
FLT_20250815_0131,KL1484,KL,A320,2025-08-15,07:45,TLS,782,127,5656,european
FLT_20250815_0132,FR4883,FR,B738,2025-08-15,15:30,MUC,1905,159,3491,domestic
FLT_20250815_0133,U22628,U2,B738,2025-08-15,22:30,TLS,421,141,2244,domestic
FLT_20250815_0134,FR1210,FR,A333,2025-08-15,07:30,FCO,1200,146,2689,international
FLT_20250815_0135,U24630,U2,B738,2025-08-15,18:00,FCO,902,146,5019,domestic
FLT_20250815_0136,BA782,BA,A333,2025-08-15,13:30,LHR,1383,150,7890,international
FLT_20250815_0137,AF9355,AF,A320,2025-08-15,19:00,AMS,413,111,7786,european
FLT_20250815_0138,AF6692,AF,A320,2025-08-15,06:15,FCO,1347,118,6820,international
FLT_20250815_0139,FR5241,FR,A333,2025-08-15,20:30,AMS,808,141,2118,international
FLT_20250815_0140,AF5770,AF,A333,2025-08-15,11:15,FCO,1062,166,2073,european
FLT_20250815_0141,FR732,FR,A320,2025-08-15,14:30,FCO,1080,119,5214,european
FLT_20250815_0142,U22361,U2,A333,2025-08-15,15:15,LHR,1618,168,5213,international
FLT_20250815_0143,U29876,U2,B738,2025-08-15,23:00,FCO,1637,98,4113,domestic
FLT_20250815_0144,KL2241,KL,B738,2025-08-15,07:15,FRA,1228,88,5406,domestic
FLT_20250815_0145,LH5512,LH,B738,2025-08-15,20:30,BCN,1542,120,7201,international
FLT_20250815_0146,AF1077,AF,B738,2025-08-15,15:30,LYS,1631,162,6853,european
FLT_20250815_0147,FR3938,FR,A320,2025-08-15,23:30,AMS,584,129,3341,european
FLT_20250815_0148,KL3402,KL,B738,2025-08-15,21:00,MUC,741,91,5291,domestic
FLT_20250815_0149,W61954,W6,A333,2025-08-15,06:15,AMS,1759,177,5744,international
FLT_20250815_0150,BA4098,BA,A333,2025-08-15,14:45,LHR,870,166,6812,domestic
FLT_20250815_0151,FR5953,FR,A320,2025-08-15,08:45,AMS,1209,118,6921,european
FLT_20250815_0152,LH2515,LH,A333,2025-08-15,07:30,NCE,1377,119,3554,domestic
FLT_20250815_0153,FR7702,FR,A333,2025-08-15,14:45,TLS,529,131,3302,european
FLT_20250815_0154,AF7555,AF,B738,2025-08-15,10:45,AMS,1914,116,6847,international
FLT_20250815_0155,U25073,U2,A333,2025-08-15,09:45,BCN,1978,121,6946,international
FLT_20250815_0156,AF5397,AF,A320,2025-08-15,16:15,MAD,1308,165,3772,domestic
FLT_20250815_0157,BA1855,BA,B738,2025-08-15,12:15,LHR,1889,104,6961,international
FLT_20250815_0158,KL9097,KL,A320,2025-08-15,14:15,AMS,1953,102,4909,domestic
FLT_20250815_0159,U23658,U2,B738,2025-08-15,18:30,NCE,945,177,3736,domestic
FLT_20250815_0160,BA476,BA,A320,2025-08-15,11:15,AMS,656,148,3564,international
FLT_20250815_0161,KL6069,KL,A333,2025-08-15,21:45,TLS,677,106,2090,european
FLT_20250815_0162,LH8488,LH,A333,2025-08-15,18:45,FCO,1781,99,6566,domestic
FLT_20250815_0163,W65768,W6,A320,2025-08-15,14:15,LYS,1097,156,5906,domestic
FLT_20250815_0164,AF122,AF,A333,2025-08-15,07:30,FRA,1444,155,6153,european
FLT_20250815_0165,W62179,W6,A333,2025-08-15,15:45,TLS,348,155,6538,european
FLT_20250815_0166,BA2602,BA,A333,2025-08-15,07:45,BCN,1593,96,5994,european
FLT_20250815_0167,KL7118,KL,A320,2025-08-15,20:45,MUC,569,177,5908,domestic
FLT_20250815_0168,FR2924,FR,A320,2025-08-15,18:15,LYS,1908,145,6470,domestic
FLT_20250815_0169,KL9745,KL,A320,2025-08-15,19:15,TLS,708,137,6000,domestic
FLT_20250815_0170,U25922,U2,A333,2025-08-15,07:30,FRA,990,88,6202,european
FLT_20250815_0171,BA2121,BA,A320,2025-08-15,21:00,AMS,632,81,7596,domestic
FLT_20250815_0172,W6845,W6,A320,2025-08-15,14:15,BCN,1658,125,4525,domestic
FLT_20250815_0173,BA8615,BA,A333,2025-08-15,20:00,FCO,949,148,3017,domestic
FLT_20250815_0174,BA4271,BA,A333,2025-08-15,18:45,LHR,1918,163,4419,international
FLT_20250815_0175,U28951,U2,A320,2025-08-15,19:15,MUC,670,162,7332,international
FLT_20250815_0176,W69493,W6,A320,2025-08-15,18:00,MAD,1042,94,4756,international
FLT_20250815_0177,FR2227,FR,A320,2025-08-15,15:00,LHR,1066,83,4472,domestic
FLT_20250815_0178,U21655,U2,B738,2025-08-15,13:30,FRA,1005,111,6130,international
FLT_20250815_0179,BA442,BA,B738,2025-08-15,11:45,NCE,1964,156,5988,international
FLT_20250815_0180,U29625,U2,B738,2025-08-15,22:30,FCO,364,80,5645,international
FLT_20250816_0001,KL3512,KL,A320,2025-08-16,10:00,AMS,868,149,4741,international
FLT_20250816_0002,KL1695,KL,B738,2025-08-16,20:00,LHR,841,115,7047,domestic
FLT_20250816_0003,FR8729,FR,A333,2025-08-16,15:30,LHR,1939,170,3366,domestic
FLT_20250816_0004,FR843,FR,A320,2025-08-16,08:15,FRA,1954,156,2073,international
FLT_20250816_0005,FR7699,FR,A333,2025-08-16,06:45,MAD,1920,165,5428,european
FLT_20250816_0006,LH2134,LH,A333,2025-08-16,20:45,LYS,1225,124,4019,european
FLT_20250816_0007,W62986,W6,A320,2025-08-16,15:15,LHR,1177,167,5921,domestic
FLT_20250816_0008,KL287,KL,B738,2025-08-16,20:45,MUC,1258,142,3779,european
FLT_20250816_0009,BA2256,BA,A320,2025-08-16,13:00,MAD,1835,98,6879,domestic
FLT_20250816_0010,KL9707,KL,A320,2025-08-16,20:45,NCE,869,80,6159,international
FLT_20250816_0011,U21279,U2,B738,2025-08-16,17:30,NCE,652,158,6673,international
FLT_20250816_0012,U28672,U2,A333,2025-08-16,15:45,MAD,881,140,4061,domestic
FLT_20250816_0013,U22668,U2,B738,2025-08-16,18:30,BCN,1303,170,7186,international
FLT_20250816_0014,BA8921,BA,A333,2025-08-16,18:45,FRA,763,109,2722,european
FLT_20250816_0015,W63389,W6,B738,2025-08-16,20:00,LHR,1179,143,5266,european
FLT_20250816_0016,AF6521,AF,A333,2025-08-16,08:45,BCN,1777,86,5964,domestic
FLT_20250816_0017,AF184,AF,B738,2025-08-16,17:15,TLS,1205,147,4222,domestic
FLT_20250816_0018,AF2449,AF,A320,2025-08-16,12:45,MUC,1355,161,6075,international
FLT_20250816_0019,FR8226,FR,A333,2025-08-16,06:15,BCN,1036,80,3841,domestic
FLT_20250816_0020,U26159,U2,B738,2025-08-16,07:30,NCE,1258,82,6650,international
FLT_20250816_0021,U28091,U2,B738,2025-08-16,18:45,MUC,1138,171,4980,international
FLT_20250816_0022,W62985,W6,B738,2025-08-16,11:00,NCE,1786,170,3821,european
FLT_20250816_0023,W61589,W6,A333,2025-08-16,06:45,TLS,1063,165,5686,international
FLT_20250816_0024,U26792,U2,A320,2025-08-16,18:00,MAD,1669,165,4466,domestic
FLT_20250816_0025,FR2504,FR,A333,2025-08-16,15:15,LHR,1857,145,5187,domestic
FLT_20250816_0026,LH8114,LH,A333,2025-08-16,20:30,FRA,525,105,5748,domestic
FLT_20250816_0027,FR9256,FR,A320,2025-08-16,06:15,LHR,995,90,6479,domestic
FLT_20250816_0028,LH741,LH,A320,2025-08-16,20:00,LHR,701,172,5281,european
FLT_20250816_0029,U26077,U2,A333,2025-08-16,11:00,LHR,1785,108,2257,domestic
FLT_20250816_0030,KL8996,KL,A333,2025-08-16,10:15,LHR,1498,157,4682,domestic
FLT_20250816_0031,W63049,W6,B738,2025-08-16,18:00,LYS,826,163,3411,domestic
FLT_20250816_0032,LH4008,LH,A333,2025-08-16,13:45,NCE,1408,97,3392,international
FLT_20250816_0033,FR1571,FR,A333,2025-08-16,23:30,BCN,1791,100,5749,international
FLT_20250816_0034,BA2127,BA,A320,2025-08-16,10:15,AMS,1003,124,2271,international
FLT_20250816_0035,U26406,U2,B738,2025-08-16,20:45,FRA,310,170,3947,european
FLT_20250816_0036,KL2789,KL,A320,2025-08-16,15:00,BCN,1909,81,3430,international
FLT_20250816_0037,W69666,W6,B738,2025-08-16,10:15,LYS,782,158,6503,domestic
FLT_20250816_0038,KL2729,KL,A333,2025-08-16,11:15,NCE,1119,151,6944,international
FLT_20250816_0039,W65297,W6,B738,2025-08-16,10:45,BCN,1566,125,5488,domestic
FLT_20250816_0040,KL321,KL,A320,2025-08-16,13:45,LYS,977,128,6262,domestic
FLT_20250816_0041,LH379,LH,B738,2025-08-16,07:45,NCE,473,131,3394,european
FLT_20250816_0042,W67440,W6,B738,2025-08-16,10:30,TLS,574,95,5844,international
FLT_20250816_0043,FR8581,FR,A320,2025-08-16,20:15,BCN,1361,165,5308,european
FLT_20250816_0044,AF6154,AF,B738,2025-08-16,20:30,AMS,1283,96,6713,international
FLT_20250816_0045,FR5723,FR,A333,2025-08-16,18:00,LHR,1879,107,7969,european
FLT_20250816_0046,LH6911,LH,A333,2025-08-16,20:15,FRA,1307,147,7489,domestic
FLT_20250816_0047,BA7417,BA,B738,2025-08-16,19:15,LHR,580,128,5610,domestic
FLT_20250816_0048,U29640,U2,A333,2025-08-16,09:00,LYS,1908,136,7077,european
FLT_20250816_0049,U24558,U2,B738,2025-08-16,14:45,FRA,1990,132,4243,domestic
FLT_20250816_0050,KL7711,KL,B738,2025-08-16,19:30,MAD,1189,164,3126,international
FLT_20250816_0051,FR5534,FR,A333,2025-08-16,23:00,TLS,591,98,2554,international
FLT_20250816_0052,LH1404,LH,B738,2025-08-16,21:45,MUC,551,152,6237,european
FLT_20250816_0053,BA2694,BA,A333,2025-08-16,21:15,BCN,772,110,7165,european
FLT_20250816_0054,BA156,BA,A333,2025-08-16,16:45,FRA,570,144,3896,european
FLT_20250816_0055,U28265,U2,B738,2025-08-16,18:45,MUC,489,89,3060,international
FLT_20250816_0056,U26023,U2,A333,2025-08-16,07:30,MUC,336,176,3249,domestic
FLT_20250816_0057,W61703,W6,A320,2025-08-16,16:45,MAD,817,175,2031,european
FLT_20250816_0058,AF9557,AF,B738,2025-08-16,19:00,NCE,778,81,3065,european
FLT_20250816_0059,BA9491,BA,A320,2025-08-16,08:45,FRA,1914,125,4501,international
FLT_20250816_0060,KL2172,KL,B738,2025-08-16,07:00,FRA,717,179,7786,domestic
FLT_20250816_0061,KL3424,KL,A333,2025-08-16,20:30,NCE,363,82,5569,international
FLT_20250816_0062,FR8945,FR,A333,2025-08-16,23:30,FCO,1590,89,6436,european
FLT_20250816_0063,AF7791,AF,A320,2025-08-16,20:30,MAD,1485,147,7076,international
FLT_20250816_0064,LH8440,LH,A320,2025-08-16,19:45,BCN,771,142,5422,domestic
FLT_20250816_0065,U29898,U2,B738,2025-08-16,15:45,LYS,1389,162,3661,european
FLT_20250816_0066,BA315,BA,A333,2025-08-16,23:30,MAD,673,100,7610,domestic
FLT_20250816_0067,U25406,U2,A320,2025-08-16,08:45,FRA,1677,176,7039,international
FLT_20250816_0068,FR2395,FR,A333,2025-08-16,06:00,MUC,1781,160,5857,international
FLT_20250816_0069,LH6072,LH,A320,2025-08-16,07:45,FCO,1379,125,5397,european
FLT_20250816_0070,W6422,W6,A333,2025-08-16,08:15,LHR,928,102,7361,domestic
FLT_20250816_0071,KL2361,KL,A333,2025-08-16,15:15,BCN,510,127,6994,international
FLT_20250816_0072,BA6947,BA,B738,2025-08-16,11:00,TLS,589,163,5164,international
FLT_20250816_0073,LH2480,LH,A333,2025-08-16,19:30,MAD,1242,169,5061,domestic
FLT_20250816_0074,KL5110,KL,A333,2025-08-16,20:45,FCO,1698,125,2567,domestic
FLT_20250816_0075,U2174,U2,B738,2025-08-16,22:30,AMS,853,160,3600,european
FLT_20250816_0076,W63920,W6,A320,2025-08-16,11:00,BCN,1028,90,5918,european
FLT_20250816_0077,LH5354,LH,B738,2025-08-16,17:15,AMS,672,92,4563,international
FLT_20250816_0078,AF6779,AF,A333,2025-08-16,12:15,AMS,1390,146,2198,international
FLT_20250816_0079,AF4615,AF,A320,2025-08-16,07:45,LYS,1562,155,5939,international
FLT_20250816_0080,U28781,U2,B738,2025-08-16,12:00,MUC,1366,111,7433,international
FLT_20250816_0081,BA4060,BA,B738,2025-08-16,09:00,BCN,1774,141,2913,domestic
FLT_20250816_0082,LH537,LH,B738,2025-08-16,23:15,TLS,1932,116,3825,european
FLT_20250816_0083,U25287,U2,A333,2025-08-16,14:15,TLS,346,99,6273,european
FLT_20250816_0084,FR1412,FR,A320,2025-08-16,15:15,MUC,547,158,2435,domestic
FLT_20250816_0085,U2270,U2,B738,2025-08-16,23:00,AMS,1911,113,3939,european
FLT_20250816_0086,KL1132,KL,B738,2025-08-16,16:45,FCO,1580,114,2468,domestic
FLT_20250816_0087,AF2723,AF,B738,2025-08-16,17:45,AMS,1894,180,5729,domestic
FLT_20250816_0088,AF6861,AF,A333,2025-08-16,17:15,MAD,444,104,7763,domestic
FLT_20250816_0089,KL5356,KL,A333,2025-08-16,13:15,BCN,1860,141,5712,domestic
FLT_20250816_0090,KL6037,KL,B738,2025-08-16,15:00,LYS,532,80,5258,domestic
FLT_20250816_0091,BA4349,BA,A333,2025-08-16,22:00,LHR,1486,167,3665,domestic
FLT_20250816_0092,BA6549,BA,B738,2025-08-16,22:15,LHR,1325,129,4425,european
FLT_20250816_0093,BA2823,BA,A320,2025-08-16,18:00,TLS,785,142,4004,european
FLT_20250816_0094,U24513,U2,B738,2025-08-16,22:30,NCE,405,135,3959,domestic
FLT_20250816_0095,AF2561,AF,A320,2025-08-16,08:00,TLS,1582,90,6978,international
FLT_20250816_0096,FR3323,FR,B738,2025-08-16,22:00,FCO,1274,171,4586,domestic
FLT_20250816_0097,AF9766,AF,A333,2025-08-16,19:30,NCE,803,126,2563,domestic
FLT_20250816_0098,LH2944,LH,A333,2025-08-16,23:00,FCO,613,139,7883,european
FLT_20250816_0099,FR5336,FR,B738,2025-08-16,11:15,MUC,1119,88,6489,european
FLT_20250816_0100,U29888,U2,A320,2025-08-16,13:15,FCO,539,155,2082,european
FLT_20250816_0101,BA7258,BA,A333,2025-08-16,20:15,LYS,1810,91,7578,domestic
FLT_20250816_0102,FR7098,FR,A333,2025-08-16,13:00,MUC,1115,99,3794,domestic
FLT_20250816_0103,W66512,W6,A320,2025-08-16,15:00,MAD,1646,173,6013,european
FLT_20250816_0104,KL9442,KL,A320,2025-08-16,23:00,AMS,1355,134,7044,european
FLT_20250816_0105,W61408,W6,A320,2025-08-16,18:45,LHR,1253,105,2912,domestic
FLT_20250816_0106,FR6111,FR,B738,2025-08-16,22:00,AMS,1427,106,6372,domestic
FLT_20250816_0107,BA3322,BA,A320,2025-08-16,10:15,BCN,505,180,2437,domestic
FLT_20250816_0108,W66244,W6,A320,2025-08-16,09:15,BCN,323,95,3225,international
FLT_20250816_0109,U23315,U2,B738,2025-08-16,06:15,BCN,1685,118,3958,international
FLT_20250816_0110,W68392,W6,B738,2025-08-16,08:30,TLS,574,101,5555,european
FLT_20250816_0111,U21743,U2,A333,2025-08-16,11:45,BCN,1242,179,7031,international
FLT_20250816_0112,W62339,W6,A320,2025-08-16,22:45,FRA,1356,125,6744,european
FLT_20250816_0113,FR9851,FR,A333,2025-08-16,22:45,MAD,1131,145,6515,european
FLT_20250816_0114,W68655,W6,A320,2025-08-16,20:15,FCO,1112,134,5706,european
FLT_20250816_0115,AF5031,AF,A333,2025-08-16,20:45,AMS,1187,91,2130,european
FLT_20250816_0116,W66914,W6,A333,2025-08-16,20:15,TLS,778,128,2986,international
FLT_20250816_0117,BA4510,BA,B738,2025-08-16,16:15,MAD,1487,93,5680,international
FLT_20250816_0118,FR296,FR,B738,2025-08-16,14:15,LHR,1955,95,5647,domestic
FLT_20250816_0119,BA7862,BA,A333,2025-08-16,23:30,TLS,342,179,4040,european
FLT_20250816_0120,LH8994,LH,A333,2025-08-16,08:45,MUC,1943,98,6755,european
FLT_20250816_0121,KL6076,KL,A333,2025-08-16,07:45,FCO,1387,109,6587,domestic
FLT_20250816_0122,LH288,LH,A320,2025-08-16,21:30,AMS,779,82,5481,european
FLT_20250816_0123,W65993,W6,A333,2025-08-16,08:00,BCN,1074,133,2191,international
FLT_20250816_0124,BA7434,BA,B738,2025-08-16,08:15,AMS,589,90,3835,european
FLT_20250816_0125,U24929,U2,B738,2025-08-16,06:15,AMS,691,169,7368,european
FLT_20250816_0126,U24223,U2,A333,2025-08-16,20:45,FCO,1596,112,3572,international
FLT_20250816_0127,AF7765,AF,A320,2025-08-16,09:45,MUC,1692,120,7964,european
FLT_20250816_0128,KL7850,KL,B738,2025-08-16,13:30,NCE,1945,180,2137,domestic
FLT_20250816_0129,AF4936,AF,B738,2025-08-16,17:00,FRA,662,175,3342,european
FLT_20250816_0130,W68529,W6,A320,2025-08-16,10:45,MUC,1194,84,5267,european
FLT_20250816_0131,W68019,W6,B738,2025-08-16,14:15,TLS,1185,153,7242,international
FLT_20250816_0132,U21848,U2,B738,2025-08-16,13:15,MUC,667,129,3293,european
FLT_20250816_0133,AF4067,AF,A333,2025-08-16,17:00,MUC,498,87,7517,european
FLT_20250816_0134,AF1855,AF,A333,2025-08-16,09:45,FCO,1309,156,3225,domestic
FLT_20250816_0135,U24537,U2,B738,2025-08-16,17:00,BCN,1992,141,5391,european
FLT_20250816_0136,FR2260,FR,A320,2025-08-16,20:45,AMS,1050,100,7201,domestic
FLT_20250816_0137,W66989,W6,B738,2025-08-16,16:45,BCN,1753,122,5311,international
FLT_20250816_0138,BA8531,BA,A333,2025-08-16,07:45,MAD,1250,120,2623,domestic
FLT_20250816_0139,AF7976,AF,B738,2025-08-16,09:45,TLS,865,142,4740,domestic
FLT_20250816_0140,FR9501,FR,B738,2025-08-16,22:00,MUC,1481,144,5072,international
FLT_20250816_0141,FR6702,FR,B738,2025-08-16,14:30,MAD,1077,99,2315,international
FLT_20250816_0142,AF4273,AF,B738,2025-08-16,15:30,MUC,1686,153,3954,european
FLT_20250816_0143,AF3094,AF,A320,2025-08-16,09:30,BCN,653,164,3167,domestic
FLT_20250816_0144,LH6779,LH,A320,2025-08-16,21:45,NCE,1077,175,5659,international
FLT_20250816_0145,U27147,U2,A333,2025-08-16,08:15,AMS,1696,154,6096,international
FLT_20250816_0146,U23411,U2,B738,2025-08-16,15:45,MAD,1142,169,5317,domestic
FLT_20250816_0147,LH7951,LH,A333,2025-08-16,09:30,BCN,342,128,4631,international
FLT_20250816_0148,FR9023,FR,B738,2025-08-16,12:30,FRA,887,176,3263,international
FLT_20250816_0149,BA9235,BA,A333,2025-08-16,18:45,MUC,1985,138,2736,international
FLT_20250816_0150,BA1173,BA,A333,2025-08-16,21:00,FCO,1104,171,6959,international
FLT_20250816_0151,BA9821,BA,B738,2025-08-16,15:30,LYS,1749,121,5707,european
FLT_20250816_0152,U23311,U2,B738,2025-08-16,10:45,FCO,373,96,5395,domestic
FLT_20250816_0153,KL4999,KL,A320,2025-08-16,13:00,FCO,1378,118,6632,european
FLT_20250816_0154,U21574,U2,A320,2025-08-16,16:00,LHR,379,127,3132,domestic
FLT_20250816_0155,AF5987,AF,A333,2025-08-16,10:15,LYS,1672,138,3343,international
FLT_20250816_0156,KL7092,KL,B738,2025-08-16,06:45,NCE,1141,163,2165,european
FLT_20250816_0157,FR7110,FR,A333,2025-08-16,12:30,NCE,835,122,5961,international
FLT_20250816_0158,W61282,W6,A333,2025-08-16,07:30,LHR,1324,167,2681,domestic
FLT_20250816_0159,BA5281,BA,A333,2025-08-16,11:15,AMS,894,129,3820,international
FLT_20250816_0160,BA8428,BA,A320,2025-08-16,14:45,TLS,832,96,5046,european
FLT_20250816_0161,AF1218,AF,B738,2025-08-16,17:15,NCE,582,98,6558,international
FLT_20250816_0162,AF9656,AF,B738,2025-08-16,07:45,NCE,1362,140,7798,domestic
FLT_20250816_0163,FR8501,FR,A333,2025-08-16,18:00,MUC,496,109,7079,domestic
FLT_20250816_0164,AF272,AF,B738,2025-08-16,20:15,LHR,1413,136,2197,international
FLT_20250816_0165,FR356,FR,B738,2025-08-16,22:30,MUC,363,81,4049,international
FLT_20250816_0166,FR2044,FR,A320,2025-08-16,21:30,FCO,1093,138,2517,domestic
